qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
4103,A woman adds freshly cut raw vegetables to the steel pan on the stove.,14,2,5,adds|cut,woman|vegetables|steel|pan|stove,train
7125,A woman is eating a flatbread dish with her hand at the table.,13,1,5,eating,woman|flatbread|dish|hand|table,train
7557,A woman in a gray shirt is holding a little green gift bag.,13,1,4,holding,woman|shirt|gift|bag,train
136,Chef is cooking a white broth in a pot.,9,1,3,cooking,Chef|broth|pot,train
3716,A woman in a blue and yellow shirt is sitting on her couch talking to camera.,16,2,4,sitting|talking,woman|shirt|couch|camera,train
5254,Plants are kept in glass jars.,6,1,3,kept,Plants|glass|jars,train
7027,Chef cooks white broth in a sauce pan.,8,1,4,cooks,Chef|broth|sauce|pan,train
7440,Woman is wearing a blue dress with words when she is sitting on the couch.,15,2,4,wearing|sitting,Woman|dress|words|couch,train
1945,A man in blue shirt is drinking from a mug.,10,1,3,drinking,man|shirt|mug,train
2337,A girl comparing two cameras and suggest which is best,10,2,2,comparing|suggest,girl|cameras,train
5517,Man shows all the compartments of his large backpack.,9,1,3,shows,Man|compartments|backpack,train
885,Woman in black hat is sitting in a van.,9,1,3,sitting,Woman|hat|van,train
3263,A lady and man in white tops are seating a Nd showing food to the camera.,16,2,6,seating|showing,lady|man|tops|Nd|food|camera,train
5444,A young asian woman waiting in line to get on a boat,12,2,3,waiting|get,woman|line|boat,train
9113,Woman in white top monologues from her hotel room.,9,0,4,,Woman|monologues|hotel|room,train
9552,The BBC logo is a red circle with white letters.,10,0,4,,BBC|logo|circle|letters,train
9606,The BBC logo is red and white.,7,0,2,,BBC|logo,train
10052,The red and white logo of the BBC is shown alone.,11,1,2,shown,logo|BBC,train
1841,A group are driving from one hotel to another through mountain ranges,12,1,4,driving,group|hotel|mountain|ranges,train
3339,A couple is seated in bed and talking while holding a camera stick.,13,3,4,seated|talking|holding,couple|bed|camera|stick,train
4392,A single view of a forest.,6,0,2,,view|forest,train
1114,Woman gives a monologue wearing a jean jacket.,8,2,4,gives|wearing,Woman|monologue|jean|jacket,train
2395,A travel vlogger talks about figuring out your niche for your vlogs,12,1,5,figuring,travel|vlogger|talks|niche|vlogs,train
3502,A travel blogger tips of a video blogger,8,0,5,,travel|blogger|tips|video|blogger,train
708,Man in white top shows his food and eats it.,10,2,3,shows|eats,Man|top|food,train
8063,A classic car is on the side of the road.,10,0,3,,car|side|road,train
303,One dish party with friends and family at the park,10,0,5,,dish|party|friends|family|park,train
6101,A man is showing a woman in black with flowers dress and a little boy in blue t-shirt and both are wearing a mask,24,2,9,showing|wearing,man|woman|black|flowers|dress|boy|t|shirt|mask,train
7067,The man with glasses eats his food while standing.,9,2,3,eats|standing,man|glasses|food,train
8316,A young girl eats some of the food off of her plate.,12,1,3,eats,girl|food|plate,train
844,Man is rifling through his fanny pack.,7,1,2,rifling,Man|pack,train
5889,Vlogger drives around the downtown of a city.,8,1,3,drives,Vlogger|downtown|city,train
7907,Groups of friends wearing masks are riding in cars.,9,2,4,wearing|riding,Groups|friends|masks|cars,train
811,People are hiking in the mountains.,6,1,2,hiking,People|mountains,train
836,Sumo wrestlers are preforming with sticks.,6,1,3,preforming,Sumo|wrestlers|sticks,train
7879,A man is talking about  World's Beautiful hiking trails,9,1,4,talking,man|World|hiking|trails,train
2307,religious event celebration and food,5,0,3,,event|celebration|food,train
5499,Drummers dance and play music for the crowd.,8,2,3,dance|play,Drummers|music|crowd,train
5888,A woman showing her view of a street full of lights from the inside of a moving car,18,2,6,showing|moving,woman|view|street|lights|inside|car,train
923,A woman sitting on a chair in a luxurious room talking to the camera.,14,2,4,sitting|talking,woman|chair|room|camera,train
3421,A woman shows her dining experience with many courses and Asian fusion cuisine.,13,1,6,shows,woman|dining|experience|courses|fusion|cuisine,train
4541,A woman taking a boat tour and filming some buildings and a movable bridge.,14,2,5,taking|filming,woman|boat|tour|buildings|bridge,train
473,Woman in brown jacket walks down the street.,8,1,3,walks,Woman|jacket|street,train
3817,Girl showing different university department buildings,6,1,4,showing,Girl|university|department|buildings,train
6087,A young women gives a tour of the Steinberg Hall Design School,12,1,6,gives,women|tour|Steinberg|Hall|Design|School,train
1051,Man is interviewing a woman on a red sofa.,9,1,3,interviewing,Man|woman|sofa,train
3510,An interview of a youtube influencer,6,0,3,,interview|youtube|influencer,train
3537,Man and woman conduct a interview outdoor.,7,1,4,conduct,Man|woman|interview|outdoor,train
3272,Woman sets down box of glass bottles then looks through it.,11,2,4,sets|looks,Woman|box|glass|bottles,train
135,A man does a series of bike tricks on a trampoline.,11,1,5,does,man|series|bike|tricks|trampoline,train
4014,Young man riding a bike and doing some bike tricks inside a house.,13,2,5,riding|doing,man|bike|bike|tricks|house,train
3427,A Muslim man wearing a yellow hoodie talking to the camera while waiting to cross the street,17,4,4,wearing|talking|waiting|cross,man|hoodie|camera|street,train
5577,A man in yellow and a headdress wears a face mask in front of a curved desk.,17,0,6,,man|wears|face|mask|front|desk,train
6331,A man in yellow hoodie and black turban walking and talking on camera,13,2,3,walking|talking,man|hoodie|camera,train
9114,Man with black turban walks in the snow.,8,0,3,,Man|walks|snow,train
3297,A lady looking and zooming her photo in a phone,10,2,3,looking|zooming,lady|photo|phone,train
5970,A blonde woman is waiting in her seat on a plane before takeoff.,13,1,4,waiting,woman|seat|plane|takeoff,train
6767,A woman in white blouse is talking in front of a camera then showing her clothes in the camera,19,2,6,talking|showing,woman|blouse|front|camera|clothes|camera,train
9269,One female and one male anchor in formal attire are speaking together in front of a community rising graphics on a blue screen.,23,2,7,speaking|rising,female|anchor|attire|front|community|graphics|screen,train
3012,A lady talking from her kitchen,6,1,2,talking,lady|kitchen,train
6835,A woman is working out on a yoga ball and gets cleaned up and changed into a blue top.,19,3,4,working|cleaned|changed,woman|yoga|ball|top,train
8218,Woman goes through her exercise routine at a home gym.,10,1,5,goes,Woman|exercise|routine|home|gym,train
9371,Footage of five police officers around a body laying on a street,12,1,5,laying,Footage|police|officers|body|street,train
10213,Black and white footage of people riding in a carriage then getting married.,13,2,3,riding|married,footage|people|carriage,train
931,Vlogger gives a tour of their hotel room.,8,1,4,gives,Vlogger|tour|hotel|room,train
2990,Man and woman sit together on the couch in front of a brick wall.,14,1,6,sit,Man|woman|couch|front|brick|wall,train
3376,A man in black glasses is walking while talking in a street.,12,2,3,walking|talking,man|glasses|street,train
786,Two women eat some chips.,5,1,2,eat,women|chips,train
798,Chips are on display on a shelf.,7,0,3,,Chips|display|shelf,train
3404,A girl capturing a plate of Hainanese chicken and rice,10,1,4,capturing,girl|plate|chicken|rice,train
2997,A man and woman both bundled up in scarfs walk along a field next to a building.,17,1,6,bundled,man|woman|scarfs|walk|field|building,train
3257,A man and woman are surprised at the wet snow in November in Australia,14,0,5,,man|woman|snow|November|Australia,train
5389,Woman in striped shirt is surprised on the side of the road.,12,0,4,,Woman|shirt|side|road,train
4265,A couple sit on a couch and talk to the camera.,11,2,3,sit|talk,couple|couch|camera,train
6353,A woman in white t-shirt is showing around their apartment.,10,1,5,showing,woman|white|t|shirt|apartment,train
7868,Woman lounges on a blue chair while a man talks.,10,2,3,lounges|talks,Woman|chair|man,train
2073,Amazing things to do in  Queenstown New Zealand,8,1,4,do,things|Queenstown|New|Zealand,train
7930,Ski field view during winter as people freestyle on the snow.,11,0,7,,Ski|field|view|winter|people|freestyle|snow,train
10025,A group of people gather in the street carrying boards,10,1,5,gather,group|people|street|carrying|boards,train
1033,Blonde woman is wearing a blue jacket while holding the camera to the mirror.,14,2,4,wearing|holding,woman|jacket|camera|mirror,train
2111,A lady's selfie video of a outdoor view of a metropolitan,11,0,4,,lady|selfie|video|view,train
6373,A woman lies on her bed with her laptop and shows off her evening meal.,15,2,5,lies|shows,woman|bed|laptop|evening|meal,train
9754,People are gathered in a crowd near a jungle cheering.,10,2,3,gathered|cheering,People|crowd|jungle,train
9814,Protestors are fighting with police.,5,1,2,fighting,Protestors|police,train
9846,Man is wearing a cowboy hat during his interview.,9,1,4,wearing,Man|cowboy|hat|interview,train
629,Woman talks on a couch while a video of a plane window plays on the right.,16,2,6,talks|plays,Woman|couch|video|plane|window|right,train
2341,Woman sits on a couch while wearing a yellow headscarf.,10,2,3,sits|wearing,Woman|couch|headscarf,train
6638,A woman in yellow top describing her trip to Ghana while sitting on the sofa.,15,2,5,describing|sitting,woman|top|trip|Ghana|sofa,train
4767,A man is forming a piece of clay into a pot.,11,1,4,forming,man|piece|clay|pot,train
5479,A man and woman enjoy coffee together on a balcony.,10,1,4,enjoy,man|woman|coffee|balcony,train
8262,Woman goes through their home workout routine.,7,1,4,goes,Woman|home|workout|routine,train
9084,Woman throws pottery on a wheel.,6,1,3,throws,Woman|pottery|wheel,train
886,Woman with mohawk has a conversation on a bench with a man.,12,1,5,has,Woman|mohawk|conversation|bench|man,train
2118,Me and my soulmate at Philippines island,7,0,3,,soulmate|Philippines|island,train
7948,Man talks with a mohawked woman on a bench.,9,1,3,talks,Man|woman|bench,train
8983,People are swimming under the water.,6,1,2,swimming,People|water,train
9871,Leader walks down the red carpet greeting consituents,8,2,3,walks|greeting,Leader|carpet|consituents,train
10032,People wearing red uniforms are performing in the street while standing side by side in a row.,17,3,6,wearing|performing|standing,People|uniforms|street|side|side|row,train
10116,People are gathered around a landed plane at the airport.,10,2,3,gathered|landed,People|plane|airport,train
2848,A lady applying products on her face,7,1,3,applying,lady|products|face,train
4867,A woman applies a yellow face cream to her face.,10,1,4,applies,woman|face|cream|face,train
5095,A woman talks to the camera and does her hair.,10,2,3,talks|does,woman|camera|hair,train
8292,a woman applies a face mask,6,1,3,applies,woman|face|mask,train
1229,Man with turban holds a baby boy in his arms.,10,1,5,holds,Man|turban|baby|boy|arms,train
1326,Sikh man giving reviews about different tools in supermarket,9,1,5,giving,Sikh|man|reviews|tools|supermarket,train
2700,A man in a black mask and jeans browsing through a grocery store aisle.,14,1,6,browsing,man|mask|jeans|grocery|store|aisle,train
1182,A man in glasses gives a tour of the train platform.,11,1,5,gives,man|glasses|tour|train|platform,train
5722,View of a plane in flight from the window.,9,0,4,,View|plane|flight|window,train
7649,A man is pointing out the welcome to Boston sign on the wall.,13,1,5,pointing,man|welcome|Boston|sign|wall,train
178,A woman is talking while having her mask only on her left ear.,13,2,3,talking|having,woman|mask|ear,train
3614,Woman in yellow top speaks with her mask around her chin.,11,1,4,speaks,Woman|top|mask|chin,train
5136,Man in plaid shirt drives a rickety car.,8,1,4,drives,Man|shirt|rickety|car,train
7518,A woman is going up many flights of gray stairs.,10,1,3,going,woman|flights|stairs,train
8445,A lady with red top is chopping vegetable into the pan with a knife,14,1,5,chopping,lady|top|vegetable|pan|knife,train
3121,Teen girl wears a yellow beanie and a striped shirt when talking.,12,2,3,wears|talking,girl|beanie|shirt,train
4259,Woman vlogs in a yellow beanie and striped shirt.,9,1,3,vlogs,Woman|beanie|shirt,train
4371,A girl commenting on her subscribers comments,7,2,2,commenting|comments,girl|subscribers,train
